"PSEBR_a1752,Putative cell division inhibitor","ELZ14_09640,CDP-glycerol--UDP-pyrophosphoryl-N- acetylglucosaminyl-N-acetylmannosamine glycerophosphotransferase","PSBVI21_RS0126220,CDP-glycerol--UDP-pyrophosphoryl-N- acetylglucosaminyl-N-acetylmannosamine glycerophosphotransferase","P908_RS22870,CDP-glycerol--UDP-pyrophosphoryl-N- acetylglucosaminyl-N-acetylmannosamine glycerophosphotransferase","BK653_04100,CDP-glycerol--UDP-pyrophosphoryl-N- acetylglucosaminyl-N-acetylmannosamine glycerophosphotransferase","BK654_08500,CDP-glycerol--UDP-pyrophosphoryl-N- acetylglucosaminyl-N-acetylmannosamine glycerophosphotransferase","BK655_23575,CDP-glycerol--UDP-pyrophosphoryl-N- acetylglucosaminyl-N-acetylmannosamine glycerophosphotransferase","SAMN04490180_0259,SOS cell division inhibitor SulA","CD58_09720,CDP-glycerol--UDP-pyrophosphoryl-N- acetylglucosaminyl-N-acetylmannosamine glycerophosphotransferase","BK657_12505,CDP-glycerol--UDP-pyrophosphoryl-N- acetylglucosaminyl-N-acetylmannosamine glycerophosphotransferase","A0U95_07160,CDP-glycerol--UDP-pyrophosphoryl-N- acetylglucosaminyl-N-acetylmannosamine glycerophosphotransferase","AK973_2077,Cell division inhibitor-related protein","LZ4_RS08910,CDP-glycerol--UDP-pyrophosphoryl-N- acetylglucosaminyl-N-acetylmannosamine glycerophosphotransferase","AW28_RS05890,CDP-glycerol--UDP-pyrophosphoryl-N- acetylglucosaminyl-N-acetylmannosamine glycerophosphotransferase","AD658_RS09510,CDP-glycerol--UDP-pyrophosphoryl-N- acetylglucosaminyl-N-acetylmannosamine glycerophosphotransferase","BK656_03880,CDP-glycerol--UDP-pyrophosphoryl-N- acetylglucosaminyl-N-acetylmannosamine glycerophosphotransferase","BK652_24120,CDP-glycerol--UDP-pyrophosphoryl-N- acetylglucosaminyl-N-acetylmannosamine glycerophosphotransferase"
"PSEBR_a1753,Putative transcription factor, LexA family","ELZ14_09645,transcriptional repressor LexA","PSBVI21_RS0126215,transcriptional repressor LexA","P908_RS22865,transcriptional repressor LexA","BK653_04095,repressor LexA","BK654_08495,repressor LexA","BK655_23580,repressor LexA","SAMN04490180_0260,SOS-response transcriptional repressor, LexA","CD58_09725,LexA family transcriptional regulator","BK657_12500,repressor LexA","A0U95_07155,repressor LexA","AK973_2078,SOS-response repressor and protease LexA","LZ4_RS08915,transcriptional repressor LexA","AW28_RS05895,transcriptional repressor LexA","AD658_RS09515,transcriptional repressor LexA","BK656_03885,repressor LexA","BK652_24125,repressor LexA"
"PSEBR_a1754,transcriptional regulator","ELZ14_09650,TetR/AcrR family transcriptional regulator","PSBVI21_RS0126210,TetR/AcrR family transcriptional regulator","P908_RS22860,TetR/AcrR family transcriptional regulator","BK653_04090,TetR family transcriptional regulator","BK654_08490,TetR family transcriptional regulator","BK655_23585,TetR family transcriptional regulator","SAMN04490180_0261,DNA-binding transcriptional regulator, AcrR family","CD58_09730,TetR family transcriptional regulator","BK657_12495,TetR family transcriptional regulator","A0U95_07150,TetR family transcriptional regulator","AK973_2079,putative transcriptional regulator for fatty acid degradation FadQ, TetR family","LZ4_RS08920,TetR/AcrR family transcriptional regulator","AW28_RS05900,TetR/AcrR family transcriptional regulator","AD658_RS09520,TetR/AcrR family transcriptional regulator","BK656_03890,TetR family transcriptional regulator","BK652_24130,TetR family transcriptional regulator"
"PSEBR_a1755,Beta-N-acetylhexosaminidase (beta-hexosaminidase); Glycoside Hydrolase, GH3 family","ELZ14_09655,beta-N-acetylhexosaminidase","PSBVI21_RS0126205,beta-N-acetylhexosaminidase","P908_RS22855,beta-N-acetylhexosaminidase","BK653_04085,beta-N-acetylhexosaminidase","BK654_08485,beta-N-acetylhexosaminidase","BK655_23590,beta-N-acetylhexosaminidase","SAMN04490180_0262,beta-N-acetylhexosaminidase","CD58_09735,beta-hexosaminidase","BK657_12490,beta-N-acetylhexosaminidase","A0U95_07145,beta-N-acetylhexosaminidase","AK973_2080,Beta N-acetyl-glucosaminidase","LZ4_RS08925,beta-N-acetylhexosaminidase","AW28_RS05905,beta-N-acetylhexosaminidase","AD658_RS09525,beta-N-acetylhexosaminidase","BK656_03895,beta-N-acetylhexosaminidase","BK652_24135,beta-N-acetylhexosaminidase"
"PSEBR_a1757,Putative non-specific serine/threonine protein","ELZ14_09665,helicase","PSBVI21_RS0126195,helicase","P908_RS22845,helicase","BK653_04075,helicase","BK654_08475,helicase","BK655_23600,helicase","SAMN04490180_0264,SWIM zinc finger","CD58_09745,helicase","BK657_12480,helicase","A0U95_07135,helicase","AK973_2082,Superfamily II DNA/RNA helicase, SNF2 family","LZ4_RS08935,helicase","AW28_RS05915,helicase","AD658_RS09535,helicase","BK656_03905,helicase","BK652_24140,helicase"
"PSEBR_a1758,Conserved hypothetical protein","ELZ14_09670,hypothetical protein","PSBVI21_RS0126190,hypothetical protein","P908_RS22840,hypothetical protein","BK653_04070,hypothetical protein","BK654_08470,hypothetical protein","BK655_23605,hypothetical protein","SAMN04490180_0265,Peptidoglycan-binding protein, CsiV","CD58_09750,hypothetical protein","BK657_12475,hypothetical protein","A0U95_07130,hypothetical protein","AK973_2083,hypothetical protein","LZ4_RS08940,hypothetical protein","AW28_RS05920,hypothetical protein","AD658_RS09540,hypothetical protein","BK656_03910,hypothetical protein","BK652_24145,hypothetical protein"
"PSEBR_a1759,Transcription-repair coupling factor","ELZ14_09675,transcription-repair coupling factor","PSBVI21_RS0126185,transcription-repair coupling factor","P908_RS22835,transcription-repair coupling factor","BK653_04065,transcription-repair coupling factor","BK654_08465,transcription-repair coupling factor","BK655_23610,transcription-repair coupling factor","SAMN04490180_0266,transcription-repair coupling factor","CD58_09755,transcription-repair coupling factor","BK657_12470,transcription-repair coupling factor","A0U95_07125,transcription-repair coupling factor","AK973_2084,Transcription-repair coupling factor","LZ4_RS08945,transcription-repair coupling factor","AW28_RS05925,transcription-repair coupling factor","AD658_RS09545,transcription-repair coupling factor","BK656_03915,transcription-repair coupling factor","BK652_24150,transcription-repair coupling factor"
"PSEBR_a1760,Putatice glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)","ELZ14_09680,glyceraldehyde-3-phosphate dehydrogenase","PSBVI21_RS0126180,glyceraldehyde-3-phosphate dehydrogenase","P908_RS22830,glyceraldehyde-3-phosphate dehydrogenase","BK653_04060,type I glyceraldehyde-3-phosphate dehydrogenase","BK654_08460,type I glyceraldehyde-3-phosphate dehydrogenase","BK655_23615,type I glyceraldehyde-3-phosphate dehydrogenase","SAMN04490180_0267,glyceraldehyde 3-phosphate dehydrogenase","CD58_09760,glyceraldehyde-3-phosphate dehydrogenase","BK657_12465,type I glyceraldehyde-3-phosphate dehydrogenase","A0U95_07120,glyceraldehyde-3-phosphate dehydrogenase","AK973_2085,NADPH-dependent glyceraldehyde-3-phosphate dehydrogenase","LZ4_RS08950,glyceraldehyde-3-phosphate dehydrogenase","AW28_RS05930,glyceraldehyde-3-phosphate dehydrogenase","AD658_RS09550,glyceraldehyde-3-phosphate dehydrogenase","BK656_03920,type I glyceraldehyde-3-phosphate dehydrogenase","BK652_24155,type I glyceraldehyde-3-phosphate dehydrogenase"
"PSEBR_a1761,Citrate-proton symporter","ELZ14_09690,MFS transporter","PSBVI21_RS0126175,MFS transporter","P908_RS22825,MFS transporter","BK653_04055,citrate-proton symporter","BK654_08455,citrate-proton symporter","BK655_23620,citrate-proton symporter","SAMN04490180_0268,metabolite-proton symporter","CD58_09770,citrate-proton symporter","BK657_12460,citrate-proton symporter","A0U95_07115,citrate-proton symporter","AK973_2086,Permeases of the major facilitator superfamily","LZ4_RS08955,MFS transporter","AW28_RS05935,MFS transporter","AD658_RS09555,MFS transporter","BK656_03925,citrate-proton symporter","BK652_24160,citrate-proton symporter"
"PSEBR_a1762,Conserved hypothetical protein; putative ApbE domain protein","ELZ14_09700,FAD:protein FMN transferase","PSBVI21_RS0126170,FAD:protein FMN transferase","P908_RS22820,FAD:protein FMN transferase","BK653_04050,thiamine biosynthesis protein ApbE","BK654_08450,thiamine biosynthesis protein ApbE","BK655_23625,thiamine biosynthesis protein ApbE","SAMN04490180_0269,thiamine biosynthesis lipoprotein","CD58_09775,thiamine biosynthesis protein ApbE","BK657_12455,thiamine biosynthesis protein ApbE","A0U95_07110,thiamine biosynthesis protein ApbE","AK973_2087,Thiamin biosynthesis lipoprotein ApbE","LZ4_RS08960,FAD:protein FMN transferase","AW28_RS05940,FAD:protein FMN transferase","AD658_RS09560,FAD:protein FMN transferase","BK656_03930,thiamine biosynthesis protein ApbE","BK652_24165,thiamine biosynthesis protein ApbE"
"PSEBR_a1763,NAD(P)(+) transhydrogenase (B-specific), (soluble pyridine nucleotide transhydrogenase)","ELZ14_09705,Si-specific NAD(P)(+) transhydrogenase","PSBVI21_RS0126165,Si-specific NAD(P)(+) transhydrogenase","P908_RS22815,Si-specific NAD(P)(+) transhydrogenase","BK653_04045,NAD(P)(+) transhydrogenase","BK654_08445,NAD(P)(+) transhydrogenase","BK655_23630,NAD(P)(+) transhydrogenase","SAMN04490180_0270,NAD(P) transhydrogenase","CD58_09780,pyridine nucleotide-disulfide oxidoreductase","BK657_12450,NAD(P)(+) transhydrogenase","A0U95_07105,NAD(P)(+) transhydrogenase","AK973_2088,Soluble pyridine nucleotide transhydrogenase","LZ4_RS08965,Si-specific NAD(P)(+) transhydrogenase","AW28_RS05945,Si-specific NAD(P)(+) transhydrogenase","AD658_RS09565,Si-specific NAD(P)(+) transhydrogenase","BK656_03935,NAD(P)(+) transhydrogenase","BK652_24170,NAD(P)(+) transhydrogenase"
"PSEBR_a1764,Putative glycerophosphodiester phosphodiesterase (glycerophosphoryl diester phosphodiesterase)","ELZ14_09710,glycerophosphodiester phosphodiesterase","PSBVI21_RS0126160,glycerophosphoryl diester phosphodiesterase","P908_RS22810,glycerophosphoryl diester phosphodiesterase","BK653_04040,glycerophosphodiester phosphodiesterase","BK654_08440,glycerophosphodiester phosphodiesterase","BK655_23635,glycerophosphodiester phosphodiesterase","SAMN04490180_0271,glycerophosphoryl diester phosphodiesterase","CD58_09785,glycerophosphodiester phosphodiesterase","BK657_12445,glycerophosphodiester phosphodiesterase","A0U95_07100,glycerophosphodiester phosphodiesterase","AK973_2089,Glycerophosphoryl diester phosphodiesterase","LZ4_RS08970,glycerophosphodiester phosphodiesterase","AW28_RS05950,glycerophosphoryl diester phosphodiesterase","AD658_RS09570,glycerophosphoryl diester phosphodiesterase","BK656_03940,glycerophosphodiester phosphodiesterase","BK652_24175,glycerophosphodiester phosphodiesterase"
"PSEBR_a1765,Conserved hypothetical protein","ELZ14_09715,PilZ domain-containing protein","PSBVI21_RS0126155,PilZ domain-containing protein","P908_RS22805,PilZ domain-containing protein","BK653_04035,pilus assembly protein PilZ","BK654_08435,pilus assembly protein PilZ","BK655_23640,pilus assembly protein PilZ","SAMN04490180_0272,PilZ domain-containing protein","CD58_09790,pilus assembly protein PilZ","BK657_12440,pilus assembly protein PilZ","A0U95_07095,pilus assembly protein PilZ","AK973_2090,hypothetical protein","LZ4_RS08975,PilZ domain-containing protein","AW28_RS05955,PilZ domain-containing protein","AD658_RS09575,PilZ domain-containing protein","BK656_03945,pilus assembly protein PilZ","BK652_24180,pilus assembly protein PilZ"
"PSEBR_a1766,Liporotein ABC transporter, permease component","ELZ14_09720,lipoprotein-releasing ABC transporter permease subunit","PSBVI21_RS0126150,lipoprotein-releasing ABC transporter permease subunit","P908_RS22800,lipoprotein-releasing ABC transporter permease subunit","BK653_04030,cell division protein FtsX","BK654_08430,cell division protein FtsX","BK655_23645,cell division protein FtsX","SAMN04490180_0273,lipoprotein-releasing system permease protein","CD58_09795,cell division protein FtsX","BK657_12435,cell division protein FtsX","A0U95_07090,cell division protein FtsX","AK973_2092,Lipoprotein releasing system transmembrane","LZ4_RS08980,lipoprotein-releasing ABC transporter permease subunit","AW28_RS05960,lipoprotein-releasing ABC transporter permease subunit","AD658_RS09580,lipoprotein-releasing ABC transporter permease subunit","BK656_03950,cell division protein FtsX","BK652_24185,cell division protein FtsX"
"PSEBR_a1767,Liporotein ABC transporter, ATP-binding component","ELZ14_09725,lipoprotein-releasing ABC transporter ATP-binding protein LolD","PSBVI21_RS0126145,lipoprotein-releasing ABC transporter ATP-binding protein LolD","P908_RS22795,lipoprotein-releasing ABC transporter ATP-binding protein LolD","BK653_04025,lipoprotein releasing system, ATP-binding protein","BK654_08425,lipoprotein releasing system, ATP-binding protein","BK655_23650,lipoprotein releasing system, ATP-binding protein","SAMN04490180_0274,lipoprotein-releasing system ATP-binding protein","CD58_09800,ABC transporter","BK657_12430,lipoprotein releasing system, ATP-binding protein","A0U95_07085,ABC transporter","AK973_2093,Lipoprotein releasing system ATP-binding","LZ4_RS08985,lipoprotein-releasing ABC transporter ATP-binding protein LolD","AW28_RS05965,lipoprotein-releasing ABC transporter ATP-binding protein LolD","AD658_RS09585,lipoprotein-releasing ABC transporter ATP-binding protein LolD","BK656_03955,lipoprotein releasing system, ATP-binding protein","BK652_24190,lipoprotein releasing system, ATP-binding protein"
"PSEBR_a1768,Liporotein ABC transporter, permease component","ELZ14_09730,lipoprotein-releasing ABC transporter permease subunit","PSBVI21_RS0126140,lipoprotein-releasing ABC transporter permease subunit","P908_RS22790,lipoprotein-releasing ABC transporter permease subunit","BK653_04020,multidrug ABC transporter substrate-binding protein","BK654_08420,multidrug ABC transporter substrate-binding protein","BK655_23655,multidrug ABC transporter substrate-binding protein","SAMN04490180_0275,lipoprotein-releasing system permease protein","CD58_09805,multidrug ABC transporter substrate-binding protein","BK657_12425,multidrug ABC transporter substrate-binding protein","A0U95_07080,multidrug ABC transporter substrate-binding protein","AK973_2094,Lipoprotein releasing system transmembrane","LZ4_RS08990,lipoprotein-releasing ABC transporter permease subunit","AW28_RS05970,lipoprotein-releasing ABC transporter permease subunit","AD658_RS09590,lipoprotein-releasing ABC transporter permease subunit","BK656_03960,multidrug ABC transporter substrate-binding protein","BK652_24195,multidrug ABC transporter substrate-binding protein"
"PSEBR_a1769,Putative histidine kinase, Classic","ELZ14_09735,HAMP domain-containing protein","PSBVI21_RS0126135,HAMP domain-containing protein","P908_RS22785,HAMP domain-containing protein","BK653_04015,two-component sensor histidine kinase","BK654_08415,two-component sensor histidine kinase","BK655_23660,two-component sensor histidine kinase","SAMN04490180_0276,two-component system, OmpR family, heavy metal sensor histidine kinase CusS","CD58_09810,ATPase","BK657_12420,two-component sensor histidine kinase","A0U95_07075,two-component sensor histidine kinase","AK973_2095,Osmosensitive K+ channel histidine kinase KdpD","LZ4_RS08995,HAMP domain-containing protein","AW28_RS05975,HAMP domain-containing protein","AD658_RS09595,HAMP domain-containing protein","BK656_03965,two-component sensor histidine kinase","BK652_24200,two-component sensor histidine kinase"
"PSEBR_a1770,Putative response regulator, OmpR family","ELZ14_09740,response regulator","PSBVI21_RS0126130,response regulator","P908_RS22780,response regulator","BK653_04010,DNA-binding response regulator","BK654_08410,DNA-binding response regulator","BK655_23665,DNA-binding response regulator","SAMN04490180_0277,two component heavy metal response transcriptional regulator, winged helix family","CD58_09815,transcriptional regulator","BK657_12415,DNA-binding response regulator","A0U95_07070,DNA-binding response regulator","AK973_2096,Copper-sensing two-component system response regulator CusR","LZ4_RS09000,response regulator","AW28_RS05980,response regulator","AD658_RS09600,response regulator","BK656_03970,DNA-binding response regulator","BK652_24205,DNA-binding response regulator"
"PSEBR_a1772,PreQ(1) synthase (7-cyano-7-deazaguanine reductase)","ELZ14_09750,NADPH-dependent 7-cyano-7-deazaguanine reductase QueF","PSBVI21_RS0126120,NADPH-dependent 7-cyano-7-deazaguanine reductase QueF","P908_RS22770,NADPH-dependent 7-cyano-7-deazaguanine reductase QueF","BK653_04005,NADPH-dependent 7-cyano-7-deazaguanine reductase QueF","BK654_08400,NADPH-dependent 7-cyano-7-deazaguanine reductase QueF","BK655_23675,NADPH-dependent 7-cyano-7-deazaguanine reductase QueF","SAMN04490180_0279,7-cyano-7-deazaguanine reductase","CD58_09825,NADPH-dependent 7-cyano-7-deazaguanine reductase","BK657_12405,NADPH-dependent 7-cyano-7-deazaguanine reductase QueF","A0U95_07060,preQ(1) synthase","AK973_2098,NADPH dependent preQ0 reductase","LZ4_RS09010,NADPH-dependent 7-cyano-7-deazaguanine reductase QueF","AW28_RS05990,NADPH-dependent 7-cyano-7-deazaguanine reductase QueF","AD658_RS09610,NADPH-dependent 7-cyano-7-deazaguanine reductase QueF","BK656_03980,NADPH-dependent 7-cyano-7-deazaguanine reductase QueF","BK652_24215,NADPH-dependent 7-cyano-7-deazaguanine reductase QueF"
"PSEBR_a1773,Conserved hypothetical protein","ELZ14_09755,DUF4404 family protein","PSBVI21_RS0126115,DUF4404 family protein","P908_RS22765,DUF4404 family protein","BK653_04000,chromosome partitioning protein ParA","BK654_08395,chromosome partitioning protein ParA","BK655_23680,chromosome partitioning protein ParA","SAMN04490180_0280,protein of unknown function","CD58_09830,chromosome partitioning protein ParA","BK657_12400,chromosome partitioning protein ParA","A0U95_07055,chromosome partitioning protein ParA","AK973_2099,Chromosome segregation ATPase","LZ4_RS09015,DUF4404 family protein","AW28_RS05995,DUF4404 family protein","AD658_RS09615,DUF4404 family protein","BK656_03985,chromosome partitioning protein ParA","BK652_24220,chromosome partitioning protein ParA"
