Name;Pseudomonas_brassicacearum_strain_3Re2_7_3Re2_7 ;Pseudomonas_brassicacearum_strain_51MFCVI2 ;Pseudomonas_brassicacearum_strain_BS3663_BS3663 ;Pseudomonas_brassicacearum_strain_L13_6_12_L13_6_12 ;Pseudomonas_brassicacearum_strain_LBUM300_LBUM300 ;Pseudomonas_brassicacearum_strain_NFM421_NFM421 ;Pseudomonas_brassicacearum_strain_PA1G7 ;Pseudomonas_brassicacearum_strain_PP1_210F ;Pseudomonas_brassicacearum_strain_TM1A3 
Non-motile and phage-resistance protein;1;1;1;1;1;1;1;1;1
DNA recombination protein RmuC;1;1;1;1;1;1;1;1;1
Long-chain fatty acid transport protein precursor;1;1;1;1;1;1;1;1;1
putative MFS-type transporter YhjX;1;1;1;1;1;1;1;1;1
MarR family protein;1;1;1;1;1;1;1;1;1
Cobalamin synthase;1;1;1;1;1;1;1;1;1
Alpha-ribazole phosphatase;1;1;1;1;1;1;1;1;1
Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase;1;1;1;1;1;1;1;1;1
Bifunctional adenosylcobalamin biosynthesis protein CobP;1;1;1;1;1;1;1;1;1
Cobyric acid synthase;1;1;1;1;1;1;1;1;1
Threonine-phosphate decarboxylase;1;1;1;1;1;1;1;1;1
cobalamin biosynthesis protein;1;1;1;1;1;1;1;1;1
5,6-dimethylbenzimidazole synthase;1;1;1;1;1;1;1;1;1
Cobyrinic acid A,C-diamide synthase;1;1;1;1;1;1;1;1;1
Cob(I)yrinic acid a,c-diamide adenosyltransferase;1;1;1;1;1;1;1;1;1
Membrane bound L-sorbosone dehydrogenase;1;1;1;1;1;1;1;1;1
Murein DD-endopeptidase MepH precursor;1;1;1;1;1;1;1;1;1
Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase precursor;1;1;1;1;1;1;1;1;1
DnaA regulatory inactivator Hda;1;1;1;1;1;1;1;1;1
pheromone autoinducer 2 transporter;1;1;1;1;1;1;1;1;1
Phosphoribosylformylglycinamidine cyclo-ligase;1;1;1;1;1;1;1;1;1
Phosphoribosylglycinamide formyltransferase;1;1;1;1;1;1;1;1;1
Nucleoside triphosphate pyrophosphohydrolase;1;1;1;1;1;1;1;1;1
GTP pyrophosphokinase;1;1;1;1;1;1;1;1;1
23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD;1;1;1;1;1;1;1;1;1
Cysteine synthase B;1;1;1;1;1;1;1;1;1
Signal transduction histidine-protein kinase BarA;1;1;1;1;1;1;1;1;1
D-lactate dehydrogenase;1;1;1;1;1;1;1;1;1
META domain protein;1;1;1;1;1;1;1;1;1
Thiol-disulfide oxidoreductase ResA;1;1;1;1;1;1;1;1;1
Arsenate reductase;1;1;1;1;1;1;1;1;1
NAD(P)H dehydrogenase (quinone);1;1;1;1;1;1;1;1;1
DNA-3-methyladenine glycosylase 1;1;1;1;1;1;1;1;1;1
tRNA 2-thiocytidine biosynthesis protein TtcA;1;1;1;1;1;1;1;1;1
Inner membrane protein YohC;1;1;1;1;1;1;1;1;1
Formyl-coenzyme A transferase;1;1;1;1;1;1;1;1;1
Aerobic C4-dicarboxylate transport protein;1;1;1;1;1;1;1;1;1
Urease operon transcriptional activator;1;1;1;1;1;1;1;1;1
Virulence sensor histidine kinase PhoQ;1;1;1;1;1;1;1;1;1
Virulence transcriptional regulatory protein PhoP;1;1;1;1;1;1;1;1;1
Dienelactone hydrolase family protein;1;1;1;1;1;1;1;1;1
4-phosphopantetheinyl transferase Npt;1;1;1;1;1;1;1;1;1
Sensor protein RstB;1;1;1;1;1;1;1;1;1
Transcriptional regulatory protein RstA;1;1;1;1;1;1;1;1;1
Ribonucleoside-diphosphate reductase 1 subunit alpha;1;1;1;1;1;1;1;1;1
Flagellar hook protein FlgE;1;1;1;1;1;1;1;1;1
Basal-body rod modification protein FlgD;1;1;1;1;1;1;1;1;1
Flagellar basal-body rod protein FlgC;1;1;1;1;1;1;1;1;1
Flagellar basal body rod protein FlgB;1;1;1;1;1;1;1;1;1
Chemotaxis protein methyltransferase Cher2;1;1;1;1;1;1;1;1;1
Chemotaxis protein CheV;1;1;1;1;1;1;1;1;1
Flagella basal body P-ring formation protein FlgA precursor;1;1;1;1;1;1;1;1;1
anti-sigma28 factor FlgM;1;1;1;1;1;1;1;1;1
FlgN protein;1;1;1;1;1;1;1;1;1
Flagellar brake protein YcgR;1;1;1;1;1;1;1;1;1
putative MFS-type transporter YcaD;1;1;1;1;1;1;1;1;1
Gamma-glutamylputrescine synthetase PuuA;1;1;1;1;1;1;1;1;1
Sensor protein RstB;1;1;1;1;1;1;1;1;1
Chemotaxis protein CheY;1;1;1;1;1;1;1;1;1
GAD-like domain protein;1;0;1;0;0;0;0;1;1
Filamentous hemagglutinin;1;1;1;1;1;1;1;1;1
Hemolysin-activating lysine-acyltransferase HlyC;1;1;1;1;1;1;1;1;1
Filamentous hemagglutinin transporter protein FhaC precursor;1;1;1;1;1;1;1;1;1
Arc-like DNA binding domain protein;1;1;1;1;1;1;1;1;1
Virulence regulon transcriptional activator VirF;1;1;1;1;1;1;1;1;1
Homoserine/homoserine lactone efflux protein;1;1;1;1;1;1;1;1;1
Magnesium transporter MgtE;1;1;1;1;1;1;1;1;1
Aspartokinase;1;1;1;1;1;1;1;1;1
Alanine--tRNA ligase;1;1;1;1;1;1;1;1;1
Low specificity L-threonine aldolase;1;1;1;1;1;1;1;1;1
6,7-dimethyl-8-ribityllumazine synthase 2;1;1;1;1;1;1;1;1;1
Succinylglutamate desuccinylase;1;1;1;1;1;1;1;1;1
N-succinylarginine dihydrolase;1;1;1;1;1;1;1;1;1
N-succinylglutamate 5-semialdehyde dehydrogenase;1;1;1;1;1;1;1;1;1
Arginine N-succinyltransferase subunit beta;1;1;1;1;1;1;1;1;1
Arginine N-succinyltransferase subunit alpha;1;1;1;1;1;1;1;1;1
Succinylornithine transaminase/acetylornithine aminotransferase;1;1;1;1;1;1;1;1;1
HTH-type transcriptional regulator CdhR;1;1;1;1;1;1;1;1;1
Histidine transport ATP-binding protein HisP;1;1;1;1;1;1;1;1;1
Octopine transport system permease protein OccM;1;1;1;1;1;1;1;1;1
Histidine transport system permease protein HisQ;1;1;1;1;1;1;1;1;1
Lysine-arginine-ornithine-binding periplasmic protein precursor;1;1;1;1;1;1;1;1;1
Acetyl-coenzyme A synthetase;1;1;1;1;1;1;1;1;1
Ribonucleoside-diphosphate reductase subunit beta;1;1;1;1;1;1;1;1;1
Cysteine/O-acetylserine efflux protein;1;1;1;1;1;1;1;1;1
HTH-type transcriptional regulator GltC;1;1;1;1;1;1;1;1;1
Sulfite exporter TauE/SafE;1;1;1;1;1;1;1;1;1
HTH-type transcriptional repressor of iron proteins A;1;1;1;1;1;1;1;1;1
metal-dependent hydrolase;1;1;1;1;1;1;1;1;1
HTH-type transcriptional regulator RutR;1;1;1;1;1;1;1;1;1
HTH-type transcriptional regulator CynR;1;1;1;1;1;1;1;1;1
CTP synthase;1;1;1;1;1;1;1;1;1
Antibiotic biosynthesis monooxygenase;1;1;1;1;1;1;1;1;1
Glycerophosphoryl diester phosphodiesterase precursor;1;1;1;1;1;1;1;1;1
Peptidase propeptide and YPEB domain protein;1;1;1;1;1;1;1;1;1
Zinc transport protein ZntB;1;1;1;1;1;1;1;1;1
Methyl-accepting chemotaxis protein CtpH;1;0;1;0;0;0;0;1;0
Methyl-accepting chemotaxis protein CtpH;1;1;1;1;1;1;1;1;1
major facilitator superfamily transporter;1;1;1;1;1;1;1;1;1
Peptidyl-tRNA hydrolase ArfB;1;1;1;1;1;1;1;1;1
Aromatic amino acid transport protein AroP;1;1;1;1;1;1;1;1;1
Ribosomal large subunit pseudouridine synthase B;1;1;1;1;1;1;1;1;1
Segregation and condensation protein A;1;1;1;1;1;1;1;1;1
Threonylcarbamoyl-AMP synthase;1;1;1;1;1;1;1;1;1
PHP domain protein;1;1;1;1;1;1;1;1;1
putative intracellular septation protein A;1;1;1;1;1;1;1;1;1
YciI-like protein;1;1;1;1;1;1;1;1;1
Transcriptional regulatory protein OmpR;1;1;1;1;1;1;1;1;1
periplasmic protein;1;1;1;1;1;1;1;1;1
Sensor protein CpxA;1;1;1;1;1;1;1;1;1
Cytochrome c;1;1;1;1;1;1;1;1;1
Imelysin;1;1;1;1;1;1;1;1;1
Multidrug efflux pump subunit AcrA precursor;1;1;1;1;1;1;1;1;1
Multidrug efflux pump subunit AcrB;1;1;1;1;1;1;1;1;1
Sensor kinase CusS;1;1;1;1;1;1;1;1;1
Transcriptional activator protein CzcR;1;1;1;1;1;1;1;1;1
PAP2 superfamily protein;1;1;1;1;1;1;1;1;1
60 kDa chaperonin;1;1;1;1;1;1;1;1;1
10 kDa chaperonin;1;1;1;1;1;1;1;1;1
phage T7 F exclusion suppressor FxsA;1;1;1;1;1;1;1;1;1
Pyridoxamine 5-phosphate oxidase;1;1;1;1;1;1;1;1;1
3-oxoacyl-[acyl-carrier-protein] reductase FabG;1;1;1;1;1;1;1;1;1
Septum site-determining protein MinD;1;1;1;1;1;1;1;1;1
Methionine--tRNA ligase;1;1;1;1;1;1;1;1;1
Electron transport complex protein RnfA;1;1;1;1;1;1;1;1;1
Electron transport complex protein rnfB;1;1;1;1;1;1;1;1;1
Electron transport complex protein RnfD;1;1;1;1;1;1;1;1;1
Electron transport complex protein RnfG;1;1;1;1;1;1;1;1;1
Electron transport complex protein RnfE;1;1;1;1;1;1;1;1;1
Endonuclease III;1;1;1;1;1;1;1;1;1
Virulence factors putative positive transcription regulator BvgA;1;1;1;1;1;1;1;1;1
Argininosuccinate synthase;1;1;1;1;1;1;1;1;1
Photosystem I P700 chlorophyll a apoprotein A2;1;1;1;1;1;1;1;1;1
Dihydroorotase;1;1;1;1;1;1;1;1;1
Ribonuclease T;1;1;1;1;1;1;1;1;1
putative peroxiredoxin;1;1;1;1;1;1;1;1;1
Bacterioferritin-associated ferredoxin;1;1;1;1;1;1;1;1;1
Bacterioferritin;1;1;1;1;1;1;1;1;1
Glutaredoxin-4;1;1;1;1;1;1;1;1;1
Assimilatory nitrate reductase catalytic subunit;1;1;1;1;1;1;1;1;1
Ornithine carbamoyltransferase 1, phaseolotoxin-sensitive;1;1;1;1;1;1;1;1;1
Fe(3+) ions import ATP-binding protein FbpC;1;1;1;1;1;1;1;1;1
putative isomerase YddE;1;1;1;1;1;1;1;1;1
Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK;1;1;1;1;1;1;1;1;1
Glycerol uptake facilitator protein;1;1;1;1;1;1;1;1;1
Glycerol kinase;1;1;1;1;1;1;1;1;1
Glycerol-3-phosphate regulon repressor;1;1;1;1;1;1;1;1;1
Aerobic glycerol-3-phosphate dehydrogenase;1;1;1;1;1;1;1;1;1
Glutamate/aspartate periplasmic-binding protein precursor;1;1;1;1;1;1;1;1;1
putative glutamine ABC transporter permease protein GlnM;1;1;1;1;1;1;1;1;1
Glutamate/aspartate transport system permease protein GltK;1;1;1;1;1;1;1;1;1
Glutamine transport ATP-binding protein GlnQ;1;1;1;1;1;1;1;1;1
C4-dicarboxylate transport sensor protein DctB;1;1;1;1;1;1;1;1;1
C4-dicarboxylate transport transcriptional regulatory protein DctD;1;1;1;1;1;1;1;1;1
Inner membrane protein YdgC;1;1;1;1;1;1;1;1;1
NmrA-like family protein;1;1;1;1;1;1;1;1;1
Metallo-beta-lactamase superfamily protein;1;1;1;1;1;1;1;1;1
HTH-type transcriptional regulator DmlR;1;1;1;1;1;1;1;1;1
Transcriptional regulatory protein TyrR;1;1;1;1;1;1;1;1;1
Glycine cleavage system H protein;1;1;1;1;1;1;1;1;1
Glycine dehydrogenase (decarboxylating);1;1;1;1;1;1;1;1;1
L-serine dehydratase 2;1;1;1;1;1;1;1;1;1
Aminomethyltransferase;1;1;1;1;1;1;1;1;1
Major cold shock protein CspA;1;1;1;1;1;1;1;1;1
RDD family protein;1;1;1;1;1;1;1;1;1
Quinolinate synthase A;1;1;1;1;1;1;1;1;1
Copper resistance protein A precursor;1;1;1;1;1;1;1;1;1
Copper resistance protein B precursor;1;1;1;1;1;1;1;1;1
Copper resistance protein C precursor;1;1;1;1;1;1;1;1;1
Copper resistance protein D;1;1;1;1;1;1;1;1;1
putative transporter YycB;1;1;1;1;1;1;1;1;1
7-cyano-7-deazaguanine synthase;1;1;1;1;1;1;1;1;1
7-carboxy-7-deazaguanine synthase;1;1;1;1;1;1;1;1;1
tol-pal system protein YbgF;1;1;1;1;1;1;1;1;1
Outer membrane protein P6 precursor;1;1;1;1;1;1;1;1;1
translocation protein TolB;1;1;1;1;1;1;1;1;1
Gram-negative bacterial tonB protein;1;1;1;1;1;1;1;1;1
Biopolymer transport protein ExbD;1;1;1;1;1;1;1;1;1
Biopolymer transport protein ExbB;1;1;1;1;1;1;1;1;1
Acyl-CoA thioester hydrolase YbgC;1;1;1;1;1;1;1;1;1
Holliday junction ATP-dependent DNA helicase RuvB;1;1;1;1;1;1;1;1;1
Holliday junction ATP-dependent DNA helicase RuvA;1;1;1;1;1;1;1;1;1
Crossover junction endodeoxyribonuclease RuvC;1;1;1;1;1;1;1;1;1
Transcriptional regulatory protein PmpR;1;1;1;1;1;1;1;1;1
Aspartate--tRNA ligase;1;1;1;1;1;1;1;1;1
Zinc ribbon domain protein;1;1;1;1;1;1;1;1;1
DNA protection during starvation protein 2;1;1;1;1;1;1;1;1;1
Major cold shock protein CspA;1;1;1;1;1;1;1;1;1
HIT domain protein;1;1;1;1;1;1;1;1;1
Porin D precursor;1;1;1;1;1;1;1;1;1
Small-conductance mechanosensitive channel;1;1;1;1;1;1;1;1;1
putative nucleotide-binding protein;1;1;1;1;1;1;1;1;1
2-dehydropantoate 2-reductase;1;1;1;1;1;1;1;1;1
Sporulation kinase A;1;1;1;1;1;1;1;1;1
Cob(I)yrinic acid a,c-diamide adenosyltransferase;1;1;1;1;1;1;1;1;1
8-oxo-dGTP diphosphatase;1;1;1;1;1;1;1;1;1
Glutathione S-transferase YfcF;1;1;1;1;1;1;1;1;1
Arginine biosynthesis bifunctional protein ArgJ;1;1;1;1;1;1;1;1;1
preprotein translocase subunit SecA;1;1;1;1;1;1;1;1;1
AAA-like domain protein;1;1;1;1;1;1;1;1;1
GDP-mannose-dependent alpha-mannosyltransferase;1;1;1;1;1;1;1;1;1
Formyltetrahydrofolate deformylase;1;1;1;1;1;1;1;1;1
Exodeoxyribonuclease I;1;1;1;1;1;1;1;1;1
RDD family protein;1;1;1;1;1;1;1;1;1
ATPase family associated with various cellular activities (AAA);1;1;1;1;1;1;1;1;1
Bacterial Ig-like domain (group 1);1;1;1;1;1;1;1;1;1
Salmonella virulence plasmid 28.1kDa A protein;1;1;1;1;0;1;0;1;1
Pyruvate kinase II;1;1;1;1;1;1;1;1;1
1,2-epoxyphenylacetyl-CoA isomerase;1;1;1;1;1;1;1;1;1
Ferredoxin--NAD(P)(+) reductase (naphthalene dioxygenase ferredoxin-specific);1;1;1;1;1;1;1;1;1
putative diguanylate cyclase YdaM;1;1;1;1;1;1;1;1;1
Fumarate hydratase class I, aerobic;1;1;1;1;1;1;1;1;1
Mono(ADP-ribosyl)transferase SpvB;1;1;1;1;1;1;1;1;1
Putative deoxyribonuclease RhsC;1;1;1;1;1;1;1;1;1
C4-dicarboxylate transport sensor protein DctB;1;1;1;1;1;1;1;1;1
C4-dicarboxylate transport transcriptional regulatory protein DctD;1;1;1;1;1;1;1;1;1
Alpha-ketoglutarate permease;1;1;1;1;1;1;1;1;1
Flavin reductase like domain protein;1;1;1;1;1;1;1;1;1
Antibiotic biosynthesis monooxygenase;1;1;1;1;1;1;1;1;1
HTH-type transcriptional activator RhaS;1;1;1;1;1;1;1;1;1
Spermidine/putrescine import ATP-binding protein PotA;1;1;1;1;1;1;1;1;1
Inner membrane ABC transporter permease protein YdcV;1;1;1;1;1;1;1;1;1
Spermidine/putrescine transport system permease protein PotB;1;1;1;1;1;1;1;1;1
putrescine transporter subunit: periplasmic-binding component of ABC superfamily protein;1;1;1;1;1;1;1;1;1
Betaine aldehyde dehydrogenase;1;1;1;1;1;1;1;1;1
putative 2-ketoarginine decarboxylase AruI;1;1;1;1;1;1;1;1;1
Glycine cleavage system transcriptional activator;1;1;1;1;1;1;1;1;1
3-oxoadipate enol-lactonase 2;1;1;1;1;1;1;1;1;1
5-methyltetrahydropteroyltriglutamate-- homocysteine methyltransferase;1;0;1;1;1;1;1;1;1
HTH-type transcriptional regulator CynR;1;0;1;1;1;1;1;1;1
putative acetyltransferase YhhY;1;0;1;1;1;1;1;1;1
Homoserine/homoserine lactone efflux protein;1;0;1;1;1;1;1;1;1
Hydrogenase transcriptional regulatory protein hupR1;1;1;1;1;1;1;1;1;1
Cyclic di-GMP phosphodiesterase Gmr;1;1;1;1;1;1;1;1;1
Phytochrome-like protein cph2;1;1;1;1;1;1;1;1;1
Cytochrome c551 peroxidase precursor;1;1;1;1;1;1;1;1;1
Sensor histidine kinase TmoS;1;1;1;1;1;1;1;1;1
Sporulation kinase E;1;1;1;1;1;1;1;1;1
Glutamate synthase [NADPH] large chain;1;1;1;1;1;1;1;1;1
Proline-specific permease ProY;1;1;1;1;1;1;1;1;1
Transglycosylase;1;1;1;1;1;1;1;1;1
Transcriptional regulator YqjI;1;1;1;1;1;1;1;1;1
NADPH-dependent ferric-chelate reductase;1;1;1;1;1;1;1;1;1
Phosphoribosylglycinamide formyltransferase 2;1;1;1;1;1;1;1;1;1
Quinoprotein glucose dehydrogenase;1;1;1;1;1;1;1;1;1
2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase;1;1;1;1;1;1;1;1;1
putative NUDIX hydrolase;1;1;1;1;1;1;1;1;1
NADH pyrophosphatase;1;1;1;1;1;1;1;1;1
L,D-transpeptidase catalytic domain;1;1;1;1;1;1;1;1;1
HTH-type transcriptional repressor YvoA;1;1;1;1;1;1;1;1;1
N-acetylglucosamine-6-phosphate deacetylase;1;1;1;1;1;1;1;1;1
Glutamine--fructose-6-phosphate aminotransferase [isomerizing];1;1;1;1;1;1;1;1;1
Phosphoenolpyruvate-protein phosphotransferase;1;1;1;1;1;1;1;1;1
PTS system glucoside-specific EIICBA component;1;1;1;1;1;1;1;1;1
Putative GTP cyclohydrolase 1 type 2;1;1;1;1;1;1;1;1;1
Phosphoribosylformylglycinamidine synthase;1;1;1;1;1;1;1;1;1
Membrane-bound lytic murein transglycosylase F precursor;1;1;1;1;1;1;1;1;1
Pyridoxine 5-phosphate synthase;1;1;1;1;1;1;1;1;1
DNA repair protein RecO;1;1;1;1;1;1;1;1;1
GTPase Era;1;1;1;1;1;1;1;1;1
Ribonuclease 3;1;1;1;1;1;1;1;1;1
Signal peptidase I;1;1;1;1;1;1;1;1;1
Elongation factor 4;1;1;1;1;1;1;1;1;1
Lipopolysaccharide export system permease protein LptG;1;1;1;1;1;1;1;1;1
Lipopolysaccharide export system permease protein LptF;1;1;1;1;1;1;1;1;1
Cytosol aminopeptidase;1;1;1;1;1;1;1;1;1
DNA polymerase III subunit chi;1;1;1;1;1;1;1;1;1
Valine--tRNA ligase;1;1;1;1;1;1;1;1;1
Ribosomal RNA large subunit methyltransferase F;1;1;1;1;1;1;1;1;1
DNA-binding protein HRm;1;1;1;1;1;1;1;1;1
Nucleoid-associated protein YejK;1;1;1;1;1;1;1;1;1
glutaredoxin-like protein;1;1;1;1;1;1;1;1;1
GIY-YIG nuclease superfamily protein;1;1;1;1;1;1;1;1;1
SnoaL-like domain protein;1;1;1;1;1;1;1;1;1
putative transporter YycB;1;1;1;1;1;1;1;1;1
HTH-type transcriptional regulator LutR;1;1;1;1;1;1;1;1;1
mRNA interferase MqsR;1;1;1;1;1;1;1;1;1
Antitoxin MqsA;1;1;1;1;1;1;1;1;1
Glutamine transport ATP-binding protein GlnQ;1;1;1;1;1;1;1;1;1
Inner membrane amino-acid ABC transporter permease protein YhdY;1;1;1;1;1;1;1;1;1
putative glutamine ABC transporter permease protein GlnM;1;1;1;1;1;1;1;1;1
General L-amino acid-binding periplasmic protein AapJ precursor;1;1;1;1;1;1;1;1;1
Carboxylesterase 2;1;1;1;1;1;1;1;1;1
ATP-dependent RNA helicase RhlB;1;1;1;1;1;1;1;1;1
ornithine cyclodeaminase;1;1;1;1;1;1;1;1;1
Monomeric sarcosine oxidase;1;1;1;1;1;1;1;1;1
YheO-like PAS domain protein;1;1;1;1;1;1;1;1;1
Lysine-arginine-ornithine-binding periplasmic protein precursor;1;1;1;1;1;1;1;1;1
Molybdopterin synthase catalytic subunit;1;1;1;1;1;1;1;1;1
Molybdopterin synthase sulfur carrier subunit;1;1;1;1;1;1;1;1;1
Cyclic pyranopterin monophosphate synthase accessory protein;1;1;1;1;1;1;1;1;1
PhoH-like protein;1;1;1;1;1;1;1;1;1
Peptidoglycan-N-acetylmuramic acid deacetylase PdaC;1;1;1;1;1;1;1;1;1
GDP-mannose 6-dehydrogenase;1;1;1;1;1;1;1;1;1
Alginate biosynthesis protein Alg44;1;1;1;1;1;1;1;1;1
Alginate production protein AlgE precursor;1;1;1;1;1;1;1;1;1
Poly(beta-D-mannuronate) C5 epimerase precursor;1;1;1;1;1;1;1;1;1
Alginate biosynthesis protein AlgX precursor;1;1;1;1;1;1;1;1;1
Alginate lyase precursor;1;1;1;1;1;1;1;1;1
Peptidoglycan O-acetyltransferase;1;1;1;1;1;1;1;1;1
Alginate biosynthesis protein AlgX precursor;1;1;1;1;1;1;1;1;1
Alginate O-acetyl transferase AlgF;1;1;1;1;1;1;1;1;1
Alginate biosynthesis protein AlgA;1;1;1;1;1;1;1;1;1
Putative deoxyribonuclease RhsC;1;1;1;1;1;1;1;1;1
putative oxidoreductase;1;1;1;1;1;1;1;1;1
p-hydroxybenzoic acid efflux pump subunit AaeA;1;1;1;1;1;1;1;1;1
efflux system membrane protein;1;1;1;1;1;1;1;1;1
p-hydroxybenzoic acid efflux pump subunit AaeB;1;1;1;1;1;1;1;1;1
Multidrug resistance outer membrane protein MdtP precursor;1;1;1;1;1;1;1;1;1
HTH-type transcriptional regulator DmlR;1;1;1;1;1;1;1;1;1
Multidrug resistance protein MdtA precursor;1;1;1;1;1;1;1;1;1
Multidrug resistance protein MdtB;1;1;1;1;1;1;1;1;1
Transcriptional activator protein CzcR;1;1;1;1;1;1;1;1;1
Sensor kinase CusS;1;1;1;1;1;1;1;1;1
Phytochrome-like protein cph2;1;1;1;1;1;1;1;1;1
UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase;1;1;1;1;1;1;1;1;1
Cell division protein FtsZ;1;1;1;1;1;1;1;1;1
Cell division protein FtsA;1;1;1;1;1;1;1;1;1
Cell division protein FtsQ;1;1;1;1;1;1;1;1;1
D-alanine--D-alanine ligase;1;1;1;1;1;1;1;1;1
UDP-N-acetylmuramate--L-alanine ligase;1;1;1;1;1;1;1;1;1
UDP-N-acetylglucosamine--N-acetylmuramyl- (pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase;1;1;1;1;1;1;1;1;1
Lipid II flippase FtsW;1;1;1;1;1;1;1;1;1
UDP-N-acetylmuramoylalanine--D-glutamate ligase;1;1;1;1;1;1;1;1;1
Phospho-N-acetylmuramoyl-pentapeptide- transferase;1;1;1;1;1;1;1;1;1
UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase;1;1;1;1;1;1;1;1;1
UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2, 6-diaminopimelate ligase;1;1;1;1;1;1;1;1;1
Peptidoglycan synthase FtsI precursor;1;1;1;1;1;1;1;1;1
Cell division protein FtsL;1;1;1;1;1;1;1;1;1
Ribosomal RNA small subunit methyltransferase H;1;1;1;1;1;1;1;1;1
cell division protein MraZ;1;1;1;1;1;1;1;1;1
Ribosomal RNA small subunit methyltransferase I;1;1;1;1;1;1;1;1;1
Penicillin-binding protein activator LpoA precursor;1;1;1;1;1;1;1;1;1
Phosphoheptose isomerase;1;1;1;1;1;1;1;1;1
Osmotically-inducible protein Y precursor;1;1;1;1;1;1;1;1;1
Stringent starvation protein B;1;1;1;1;1;1;1;1;1
Stringent starvation protein A;1;1;1;1;1;1;1;1;1
Cytochrome b/c1;1;1;1;1;1;1;1;1;1
Cytochrome b;1;1;1;1;1;1;1;1;1
Ubiquinol-cytochrome c reductase iron-sulfur subunit;1;1;1;1;1;1;1;1;1
30S ribosomal protein S9;1;1;1;1;1;1;1;1;1
50S ribosomal protein L13;1;1;1;1;1;1;1;1;1
L-glyceraldehyde 3-phosphate reductase;1;1;1;1;1;1;1;1;1
Acyl-CoA dehydrogenase;1;1;1;1;1;1;1;1;1
HTH-type transcriptional regulator CdhR;1;1;1;1;1;1;1;1;1
AFG1-like ATPase;1;1;1;1;1;1;1;1;1
Tryptophan--tRNA ligase;1;1;1;1;1;1;1;1;1
Alpha/beta hydrolase family protein;1;1;1;1;1;1;1;1;1
Taurine--pyruvate aminotransferase;1;1;1;1;1;1;1;1;1
Glutarate-semialdehyde dehydrogenase DavD;1;1;1;1;1;1;1;1;1
Leucine-responsive regulatory protein;1;1;1;1;1;1;1;1;1
Succinylglutamate desuccinylase / Aspartoacylase family protein;1;1;1;1;1;1;1;1;1
Xaa-Pro aminopeptidase;1;1;1;1;1;1;1;1;1
L-lysine cyclodeaminase;1;1;1;1;1;1;1;1;1
L-threonine dehydratase catabolic TdcB;1;1;1;1;1;1;1;1;1
putative HTH-type transcriptional regulator YjiR;1;1;1;1;1;1;1;1;1
putative amino-acid ABC transporter-binding protein precursor;1;1;1;1;1;1;1;1;1
Inner membrane amino-acid ABC transporter permease protein YecS;1;1;1;1;1;1;1;1;1
Glutamine transport system permease protein GlnP;1;1;1;1;1;1;1;1;1
Glutamine transport ATP-binding protein GlnQ;1;1;1;1;1;1;1;1;1
putative lipoprotein YiaD precursor;1;1;1;1;1;1;1;1;1
Acetylornithine aminotransferase;1;1;1;1;1;1;1;1;1
HTH-type transcriptional regulator DmlR;1;1;1;1;1;1;1;1;1
putative diguanylate cyclase YdaM;1;1;1;1;1;1;1;1;1
Antitoxin igA-2;1;1;1;1;1;1;1;1;1
Toxin HigB-2;1;1;1;1;1;1;1;1;1
Protoheme IX farnesyltransferase;1;1;1;1;1;1;1;1;1
Cytochrome bo(3) ubiquinol oxidase subunit 4;1;1;1;1;1;1;1;1;1
Cytochrome bo(3) ubiquinol oxidase subunit 3;1;1;1;1;1;1;1;1;1
Cytochrome bo(3) ubiquinol oxidase subunit 1;1;1;1;1;1;1;1;1;1
Cytochrome bo(3) ubiquinol oxidase subunit 2 precursor;1;1;1;1;1;1;1;1;1
Disulfide bond formation protein B;1;1;1;1;1;1;1;1;1
Flavohemoprotein;1;1;1;1;1;1;1;1;1
Nitric oxide reductase transcription regulator NorR2;1;1;1;1;1;1;1;1;1
Chemotaxis protein CheV;1;1;1;1;1;1;1;1;1
Flagellin N-methylase;1;1;1;1;1;1;1;1;1
Glyoxylate/hydroxypyruvate reductase B;1;1;1;1;1;1;1;1;1
putative amino-acid metabolite efflux pump;1;1;1;1;1;1;1;1;1
Bifunctional transcriptional activator/DNA repair enzyme AdaA;1;1;1;1;1;1;1;1;1
Sigma 54 modulation protein / S30EA ribosomal protein;1;1;1;1;1;1;1;1;1
phosphate-starvation-inducible protein PsiE;1;1;1;1;1;1;1;1;1
DNA damage-inducible protein YebG;1;1;1;1;1;1;1;1;1
putative HTH-type transcriptional regulator YjiR;1;1;1;1;1;1;1;1;1
Inner membrane protein YdcO;1;1;1;1;1;1;1;1;1
Monomeric sarcosine oxidase;1;1;1;1;1;1;1;1;1
Enamine/imine deaminase;1;1;1;1;1;1;1;1;1
Threonine synthase;1;1;1;1;1;1;1;1;1
Serine hydroxymethyltransferase;1;1;1;1;1;1;1;1;1
